code,startTime,endTime,result,shareRatio,cumReturn(%),maxDrawdown(%),longestDrawDownDuration,tradeCount,profitableCount,unprofitableCount
600056,2000-11-21,2019-11-26,482701.3358654991,-0.4948095873272848,-51.729866413449784,64.74968879344587,"3144 days, 0:00:00",484,125,359
600216,2000-11-21,2019-11-26,735973.5964250022,-0.293060434929201,-26.402640357499575,71.52799640349464,"4285 days, 0:00:00",496,134,362
002415,2010-05-28,2019-11-26,433351.0102664997,-0.7268260882289048,-56.664898973349956,66.2327492135238,"3043 days, 0:00:00",264,78,186
002294,2009-09-10,2019-11-26,390701.94115799875,-0.7657549499665333,-60.92980588420001,72.19778528266755,"3501 days, 0:00:00",313,89,224
002411,2010-05-25,2019-11-26,1481133.5526750004,0.11926348639562283,48.11335526750054,41.91032314341826,"1158 days, 0:00:00",190,54,136
603589,2015-06-29,2019-11-26,906766.6439949984,-0.12209813437572753,-9.323335600500293,52.034452152138876,"1579 days, 0:00:00",136,40,96
600183,2000-11-21,2019-11-26,1005060.9992239944,-0.19604095308359953,0.5060999223999829,38.481668497807235,"4543 days, 0:00:00",480,147,333
002881,2017-06-22,2019-11-26,1251952.1907955005,0.3027650114227724,25.195219079550114,43.98489045698988,"713 days, 0:00:00",62,20,42
603305,2017-07-10,2019-11-26,1071281.1454395,0.05351333621771964,7.128114543950281,27.94001391243317,"502 days, 0:00:00",64,22,42
002078,2006-11-16,2019-11-26,519954.1616,-0.48064206385163355,-48.00458383999998,57.679877222075405,"3938 days, 0:00:00",334,98,236
600196,2000-11-21,2019-11-26,513234.8233094999,-0.3714119218836833,-48.67651766905,69.05942215081589,"2101 days, 0:00:00",525,171,354
600345,2000-12-22,2019-11-26,496520.9160304959,-0.3174546369327096,-50.34790839695078,64.29089712071537,"2407 days, 0:00:00",457,136,321
601100,2011-10-28,2019-11-26,1007187.2521189995,-0.20084883111548194,0.7187252119002396,27.834142586300608,"2569 days, 0:00:00",208,62,146
603386,2017-09-12,2019-11-26,1068859.264629001,0.12466004928330301,6.885926462900072,39.02096375243053,"547 days, 0:00:00",39,18,21
002677,2012-05-25,2019-11-26,1495509.885320003,0.1282131892757746,49.55098853200028,24.708113435142558,"1596 days, 0:00:00",164,55,109
002127,2007-04-18,2019-11-26,792243.681589499,-0.368887571880014,-20.775631841050036,43.07733224601385,"1461 days, 0:00:00",259,75,184
002271,2008-09-10,2019-11-26,1121184.0061099988,-0.13266700402377574,12.11840061100007,37.61636014230423,"1851 days, 0:00:00",295,87,208
600682,2000-11-21,2019-11-26,1427142.8337400025,-0.15441366389390204,42.714283374000914,34.26765527950732,"1872 days, 0:00:00",398,105,293
300705,2017-10-10,2019-11-26,1272702.1611954996,0.36804254881310583,27.27021611954965,43.79555755787249,"559 days, 0:00:00",43,14,29
002543,2011-01-28,2019-11-26,845895.8624555006,-0.48227408483330114,-15.410413754449658,44.15544460656956,"1635 days, 0:00:00",218,64,154
300662,2017-06-08,2019-11-26,890363.1501935009,-0.3980046208482745,-10.963684980649901,19.843379813581066,"609 days, 0:00:00",61,21,40
002383,2010-04-02,2019-11-26,770483.7053874998,-0.33532737027856246,-22.951629461249723,44.595750939535876,"3455 days, 0:00:00",225,62,163
300721,2017-11-15,2019-11-26,511133.11111900106,-1.2903012433388474,-48.88668888809995,54.65399993940079,"596 days, 0:00:00",60,12,48
601288,2010-07-15,2019-11-26,841276.3175124992,-0.542023487541206,-15.87236824875009,41.91149555515003,"3389 days, 0:00:00",245,69,176
002336,2010-01-13,2019-11-26,379959.98203999957,-0.7397990405148751,-62.00400179600013,66.98810991364019,"3505 days, 0:00:00",236,68,168
002110,2007-01-26,2019-11-26,584160.2644205025,-0.3288602767566396,-41.58397355794978,70.5856383029275,"1859 days, 0:00:00",276,73,203
002032,2004-08-17,2019-11-26,781650.0695649994,-0.46916668482166896,-21.834993043500283,42.85749994287817,"4544 days, 0:00:00",392,100,292
600179,2000-11-21,2019-11-26,1855724.354078497,0.04137692150379152,85.57243540784896,59.75508351272958,"2908 days, 0:00:00",427,119,308
600436,2003-06-16,2019-11-26,934191.4194730023,-0.37065863868832843,-6.580858052699623,50.654400091938236,"1636 days, 0:00:00",423,124,299
603757,2017-07-11,2019-11-26,945882.9555449991,-0.3464856825811633,-5.411704445500154,28.71723098093839,"581 days, 0:00:00",49,11,38
002873,2017-05-19,2019-11-26,840844.6344724994,-0.7271904205517631,-15.915536552749954,23.67168894195574,"567 days, 0:00:00",58,15,43
601155,2015-12-04,2019-11-26,666934.4331530011,-0.38728681019686095,-33.30655668469992,46.73438173943792,"763 days, 0:00:00",105,38,67
600004,2003-04-28,2019-11-26,531842.8488749987,-0.4863998078470743,-46.81571511250002,58.37630934711133,"4667 days, 0:00:00",460,140,320
002168,2007-09-19,2019-11-26,2227355.1320654997,0.24159023129717977,122.73551320655014,47.02795017478863,"1504 days, 0:00:00",249,75,174
600867,2000-11-21,2019-11-26,461528.1631675025,-0.544105046395241,-53.84718368324965,68.3843352772537,"1820 days, 0:00:00",482,127,355
603488,2017-05-16,2019-11-26,958285.0144525004,-0.2877539286599026,-4.171498554749942,31.89259988875317,"665 days, 0:00:00",54,16,38
300653,2017-05-16,2019-11-26,945462.2926534993,-0.18997993432385998,-5.45377073465001,24.768289933399984,"722 days, 0:00:00",65,21,44
300692,2017-08-21,2019-11-26,550945.0284410001,-0.9635335734165862,-44.90549715589998,54.37273159259267,"795 days, 0:00:00",62,16,46
000063,2000-11-21,2019-11-26,547993.6375999978,-0.3655721985834585,-45.20063624000008,81.01014238394465,"3499 days, 0:00:00",502,144,358
002359,2010-02-10,2019-11-26,181718.50470349885,-0.874026197038771,-81.82814952965015,91.91345129499902,"1134 days, 0:00:00",195,59,136
002449,2010-07-16,2019-11-26,378202.3024520006,-0.6341591082314306,-62.17976975479985,70.57074649384309,"3262 days, 0:00:00",263,76,187
002485,2010-10-15,2019-11-26,734056.6117834989,-0.5027970256526869,-26.59433882165031,43.9063146513276,"1428 days, 0:00:00",168,53,115
000889,2000-11-21,2019-11-26,890510.5513604969,-0.2045459270383012,-10.94894486394965,55.08038232780108,"2914 days, 0:00:00",404,112,292
000756,2000-11-21,2019-11-26,1774134.7247320008,-0.07851142024388533,77.41347247319901,28.347834180224407,"2751 days, 0:00:00",424,121,303
300691,2017-08-11,2019-11-26,819627.0755520021,-0.39272798734023723,-18.037292444799768,31.383687856213328,"749 days, 0:00:00",56,12,44
300731,2017-12-08,2019-11-26,1054737.7059090005,0.11163605305199667,5.473770590899951,44.995313485615576,"550 days, 0:00:00",39,10,29
300357,2014-01-21,2019-11-26,831443.7907014991,-0.264946461106655,-16.85562092985011,53.93351129689643,"1903 days, 0:00:00",168,61,107
002258,2008-07-08,2019-11-26,911247.8979819985,-0.35971690673592016,-8.875210201800387,29.7617638785293,"2388 days, 0:00:00",275,76,199
300735,2017-12-29,2019-11-26,801567.1885919991,-0.3252865690252819,-19.84328114080013,34.31910462080005,"666 days, 0:00:00",56,21,35
603399,2012-08-24,2019-11-26,1166575.1739629996,0.025927568645153325,16.65751739629979,37.008657994659295,"1212 days, 0:00:00",169,55,114
002092,2006-12-08,2019-11-26,434690.33390949876,-0.42013229598111496,-56.53096660905001,71.85094469629767,"3744 days, 0:00:00",324,113,211
601607,2010-03-09,2019-11-26,442404.64820449933,-0.6664783539365504,-55.75953517955008,65.33838808148002,"3302 days, 0:00:00",288,91,197
002088,2006-11-30,2019-11-26,849614.7788239991,-0.41067763409096936,-15.038522117600085,30.695104625854945,"2191 days, 0:00:00",293,83,210
600681,2000-11-21,2019-11-26,360912.72530900023,-0.7137937600591838,-63.90872746909997,71.57411620390666,"4570 days, 0:00:00",365,93,272
300639,2017-04-12,2019-11-26,1022810.8077474997,-0.0894151382544706,2.281080774749822,26.559839042367,"698 days, 0:00:00",69,21,48
002832,2016-12-23,2019-11-26,1040284.2762719991,-0.21482241221273513,4.028427627199971,13.436425536451363,"587 days, 0:00:00",59,20,39
300347,2012-08-17,2019-11-26,1304909.3422689992,0.10947352443340103,30.490934226899704,45.16506013763569,"1685 days, 0:00:00",195,60,135
002925,2018-01-15,2019-11-26,904586.6002414995,-0.24091113635451022,-9.541339975849938,35.03480789076852,"630 days, 0:00:00",53,16,37
002545,2011-02-11,2019-11-26,1832035.1692639985,0.2304728722972544,83.20351692640035,39.71682070844344,"874 days, 0:00:00",175,51,124
000429,2000-11-21,2019-11-26,729599.2503379993,-0.5416167440654276,-27.040074966200457,51.9455848419523,"4549 days, 0:00:00",429,111,318
601601,2007-12-25,2019-11-26,492992.0369465005,-0.35277326319015,-50.70079630535042,71.27668381158493,"3781 days, 0:00:00",326,122,204
