code,cumReturn(%),endTime,longestDrawDownDuration,maxDrawdown(%),profitableCount,result,shareRatio,startTime,tradeCount,unprofitableCount
600179,188.92391018499958,2018-05-28,"1089 days, 0:00:00",36.043477248482645,42,2889239.10185,0.6338299095173757,2011-05-31,135,93
000869,-33.1913343260502,2018-05-28,"2488 days, 0:00:00",40.190024401053414,59,668086.6567395006,-0.5694345243782465,2011-05-31,206,147
300482,8.682551597349919,2018-05-28,"1039 days, 0:00:00",41.169982968126895,28,1086825.5159735004,0.07772785021480269,2015-06-30,68,40
600585,-39.454279790099854,2018-05-28,"2509 days, 0:00:00",61.7376495826304,60,605457.2020990003,-0.5034145408243718,2011-06-01,171,111
603233,15.605655730999901,2018-05-28,"145 days, 0:00:00",10.956891847126464,8,1156056.55731,0.6953505918351641,2017-07-31,17,9
300707,23.636045589250053,2018-05-28,"114 days, 0:00:00",24.147853901133274,5,1236360.4558925005,0.9035192406345147,2017-10-10,11,6
603986,-14.59914165269971,2018-05-28,"348 days, 0:00:00",39.10992329899997,5,854008.5834730007,-0.4071789706894715,2016-08-18,24,19
300113,-9.042228597849888,2018-05-28,"697 days, 0:00:00",42.26139999370454,59,909577.7140215014,-0.1251124891116313,2011-05-31,182,123
002035,30.175498082800047,2018-05-28,"590 days, 0:00:00",21.07715985339545,61,1301754.980827999,0.025272600549436808,2011-05-31,167,106
603897,-7.831422099999974,2018-05-28,"13 days, 0:00:00",18.269345170021868,1,921685.779,-1.3541848183668985,2018-04-10,2,1
300422,-11.72459959545007,2018-05-28,"1097 days, 0:00:00",33.22599199052658,26,882754.0040454986,-0.3776211599095728,2015-02-17,93,67
603871,-1.2581003819999603,2018-05-28,"76 days, 0:00:00",12.932004043358253,1,987418.9961800001,-0.3151648932439967,2018-02-06,6,5
600684,-44.04103788189994,2018-05-28,"1953 days, 0:00:00",68.95914720470535,57,559589.621181001,-0.47318274881139116,2011-05-31,211,154
000860,23.449061174649998,2018-05-28,"1022 days, 0:00:00",33.43953973310869,59,1234490.6117465,0.02011702689978437,2011-05-31,197,138
000006,-56.587300131800134,2018-05-28,"1018 days, 0:00:00",73.86875063606556,55,434126.9986819987,-0.6291580519222207,2011-05-31,174,119
601009,32.070883197450016,2018-05-28,"1127 days, 0:00:00",21.2540351810242,63,1320708.8319745008,0.042022778054021485,2011-05-31,187,124
000818,0.4389980773497282,2018-05-28,"1180 days, 0:00:00",57.610076317102724,38,1004389.9807734998,-0.11198621571777467,2011-05-31,143,105
603025,83.41959425809983,2018-05-28,"1097 days, 0:00:00",41.912245245283074,27,1834195.9425809998,0.6269799949357772,2015-04-22,83,56
600036,1.151058408799721,2018-05-28,"2338 days, 0:00:00",41.859192630838734,70,1011510.5840880024,-0.18826588637844527,2011-05-31,191,121
002517,-8.211559999349728,2018-05-28,"1341 days, 0:00:00",47.69942944065606,29,917884.400006501,-0.14372016849999775,2011-05-31,122,93
600029,9.01527685925021,2018-05-28,"1345 days, 0:00:00",47.845267712820466,59,1090152.7685925006,-0.059205331601821586,2011-06-01,180,121
000688,-15.370687318500142,2018-05-28,"1084 days, 0:00:00",52.3012042884943,31,846293.1268149996,-0.24220818148953852,2013-04-26,101,70
002841,-18.7855141899,2018-05-28,"448 days, 0:00:00",33.72943472707401,9,812144.8581010004,-0.9282306989180227,2017-01-19,35,26
300335,-15.102893639600035,2018-05-28,"1091 days, 0:00:00",41.20151938681675,51,848971.0636039992,-0.2770492263089972,2012-07-10,138,87
002815,-13.802201276449932,2018-05-28,"563 days, 0:00:00",14.672901406549906,11,861977.987235501,-1.1834861898963465,2016-10-12,42,31
300208,217.95837886954988,2018-05-28,"987 days, 0:00:00",35.78938045420128,35,3179583.7886955,0.7674424150030499,2011-05-31,140,105
300624,16.822717736999927,2018-05-28,"39 days, 0:00:00",20.272071699900017,3,1168227.17737,1.1401936996031545,2018-01-18,7,4
002019,26.361862424249537,2018-05-28,"715 days, 0:00:00",39.54191210327509,50,1263618.6242425004,0.0701811258299774,2011-05-31,155,105
603659,9.752848807500047,2018-05-28,"142 days, 0:00:00",10.430380538925627,3,1097528.4880750002,0.9641956061022415,2017-11-03,5,2
000822,-42.17001116539984,2018-05-28,"2519 days, 0:00:00",56.714717126398384,55,578299.8883459992,-0.41964806263515053,2011-05-31,193,138
603885,-13.433607769549694,2018-05-28,"1039 days, 0:00:00",32.25741220627255,19,865663.9223045008,-0.36815661906938596,2015-05-27,80,61
002222,-29.515113732500087,2018-05-28,"1104 days, 0:00:00",51.12351757216938,54,704848.8626750003,-0.2922182053642479,2011-05-31,172,118
600180,-22.003086510649826,2018-05-28,"1151 days, 0:00:00",61.85646243487904,51,779969.1348935012,-0.26951181315658623,2011-05-31,151,100
002008,-51.57760551284984,2018-05-28,"2516 days, 0:00:00",57.30737438193365,71,484223.94487150124,-0.4273114444853177,2011-05-31,208,137
000887,125.12287122449935,2018-05-28,"795 days, 0:00:00",21.670034622681985,58,2251228.7122450024,0.5529380245681623,2011-05-31,154,96
600176,-37.19730395240018,2018-05-28,"2506 days, 0:00:00",56.22099192774047,50,628026.960476,-0.4521251666927247,2011-05-31,177,127
601216,99.20840207629871,2018-05-28,"1090 days, 0:00:00",41.17436850570812,50,1992084.0207629974,0.3626466678510018,2011-05-31,157,107
300409,17.573611516249787,2018-05-28,"1103 days, 0:00:00",41.297896278458204,23,1175736.1151624983,0.14757147344417682,2014-12-03,78,55
300649,38.910318872100014,2018-05-28,"175 days, 0:00:00",19.250515784426458,7,1389103.1887210004,0.8918674130894816,2017-05-05,21,14
600708,30.079992082050545,2018-05-28,"929 days, 0:00:00",36.77489169916685,51,1300799.9208205037,0.04500217317243356,2011-05-31,173,122
002419,30.06171218639986,2018-05-28,"1082 days, 0:00:00",32.74195178127414,58,1300617.1218639992,0.020970200637828108,2011-05-31,182,124
300094,-14.227904353699872,2018-05-28,"1078 days, 0:00:00",52.71429673306539,48,857720.956463001,-0.370709661095803,2011-05-31,171,123
002102,-47.59786927740021,2018-05-28,"2509 days, 0:00:00",57.18371834828398,36,524021.3072260006,-0.7048531805759566,2011-05-31,142,106
000915,4.929607850149753,2018-05-28,"1103 days, 0:00:00",40.041982020514915,67,1049296.0785014986,-0.09460791596134313,2011-05-31,190,123
603900,-12.08548151049974,2018-05-28,"447 days, 0:00:00",22.244121098600267,12,879145.1848950004,-0.8125113108254002,2016-11-23,31,19
000902,-20.905445394099843,2018-05-28,"1160 days, 0:00:00",36.73868439600165,39,790945.5460590019,-0.4761559774798791,2011-07-06,155,116
002737,-8.159771381750003,2018-05-28,"1089 days, 0:00:00",53.743797805370605,17,918402.2861825007,-0.28212734029133607,2014-12-30,91,74
600518,33.97182453894987,2018-05-28,"1144 days, 0:00:00",42.636527036587076,69,1339718.2453894995,0.07198531070242611,2011-05-31,193,124
600703,-51.474959660349775,2018-05-28,"1771 days, 0:00:00",59.597586849898796,63,485250.4033965002,-0.610130253313665,2011-05-31,207,144
000559,21.80686129939979,2018-05-28,"1425 days, 0:00:00",41.12126076500957,60,1218068.6129939985,0.04855691273877208,2011-05-31,172,112
603708,-16.31426920009986,2018-05-28,"454 days, 0:00:00",21.515276747566208,12,836857.3079990008,-0.8407463952491198,2016-12-13,35,23
600325,46.349101246900325,2018-05-28,"1078 days, 0:00:00",43.926572990050836,53,1463491.0124690004,0.13834760522222794,2011-05-31,183,130
600785,-36.99333082610007,2018-05-28,"2478 days, 0:00:00",43.61224483787866,43,630066.6917389991,-0.5723064600251334,2011-05-31,162,119
002258,44.26420120229992,2018-05-28,"605 days, 0:00:00",13.775693053641463,50,1442642.0120230005,0.09970085705682269,2011-05-31,176,126
002203,-5.8795023174497585,2018-05-28,"1227 days, 0:00:00",28.79582899817843,43,941204.9768255011,-0.2852691420102952,2011-05-31,151,108
002543,-33.14400203045022,2018-05-28,"1078 days, 0:00:00",50.32022522702812,56,668559.9796954982,-0.6658704347094889,2011-05-31,184,128
600737,-48.40285982259991,2018-05-28,"1127 days, 0:00:00",58.748871397197235,52,515971.4017740003,-0.5002094467523016,2011-05-31,176,124
002081,74.96373956994995,2018-05-28,"1070 days, 0:00:00",38.537669980508944,56,1749637.3956995015,0.2727154605454452,2011-05-31,177,121
300457,-33.63115431720005,2018-05-28,"929 days, 0:00:00",49.20241566818659,22,663688.4568279996,-0.49518813912547205,2015-05-14,81,59
000403,14.097900689000031,2018-05-28,"909 days, 0:00:00",24.93526083009497,33,1140979.0068900012,-0.01830838998875449,2013-02-08,103,70
002600,-12.085915178049945,2018-05-28,"1336 days, 0:00:00",55.04167194317642,43,879140.8482195006,-0.14874615396636887,2011-07-15,140,97
603605,4.584007773299881,2018-05-28,"58 days, 0:00:00",9.910905839916783,5,1045840.0777329998,0.2729814286544589,2017-11-15,10,5
600332,4.456326427900126,2018-05-28,"1790 days, 0:00:00",61.19719446809441,66,1044563.2642790008,-0.03625375224398433,2011-05-31,179,113
603730,-3.433722862449906,2018-05-28,"272 days, 0:00:00",11.410756490814048,4,965662.7713755006,-0.8903579699159978,2017-07-28,22,18
603167,-29.58093882005005,2018-05-28,"1295 days, 0:00:00",57.55484944467313,52,704190.6117994986,-0.3978853909137423,2012-09-06,162,110
600368,-63.994774451000104,2018-05-28,"2511 days, 0:00:00",66.49552678434658,46,360052.25548999885,-0.834911175113673,2011-05-31,178,132
600694,-3.854252811550074,2018-05-28,"1974 days, 0:00:00",38.18260504443301,55,961457.4718845002,-0.15884857166038902,2011-05-31,185,130
