code,cumReturn(%),endTime,longestDrawDownDuration,maxDrawdown(%),profitableCount,result,shareRatio,startTime,tradeCount,unprofitableCount
300121,25.860695826900294,2018-05-28,"1076 days, 0:00:00",37.311520163411004,40,1258606.958269,0.01630789821137128,2011-05-31,157,117
300122,-32.09871157929987,2018-05-28,"1147 days, 0:00:00",45.3601173133625,47,679012.8842069998,-0.5384482949719921,2011-05-31,175,128
603589,3.377663870400216,2018-05-28,"1032 days, 0:00:00",45.44749930636195,27,1033776.638704,0.011948409602697918,2015-06-29,90,63
002110,-34.21934275744994,2018-05-28,"1199 days, 0:00:00",51.811781168601975,37,657806.5724254993,-0.44554266960864347,2011-05-31,137,100
600282,33.03161876855001,2018-05-28,"1101 days, 0:00:00",29.167033413937627,54,1330316.1876854997,0.061259478051996635,2011-05-31,150,96
000651,-3.260308926699995,2018-05-28,"1267 days, 0:00:00",32.31559701037625,58,967396.9107329982,-0.2153226788197421,2011-05-31,176,118
002597,-13.000295642750192,2018-05-28,"1340 days, 0:00:00",34.62484753171839,58,869997.043572499,-0.2595626944809572,2011-07-07,176,118
600167,-35.81176117594974,2018-05-28,"2526 days, 0:00:00",51.03116651067663,44,641882.388240501,-0.5922956418451982,2011-05-31,161,117
002032,-4.498596244049702,2018-05-28,"1097 days, 0:00:00",29.76389417523178,44,955014.0375595007,-0.33367381142944724,2011-05-31,179,135
600887,-24.728858071949688,2018-05-28,"2399 days, 0:00:00",45.53637406340103,61,752711.4192805019,-0.4194362203301041,2011-05-31,171,110
300132,52.74038166029915,2018-05-28,"1103 days, 0:00:00",29.808099297756986,40,1527403.8166029984,0.1838289595330511,2011-05-31,141,101
601888,-40.39602985139983,2018-05-28,"2399 days, 0:00:00",59.7236661578594,61,596039.7014860013,-0.5972150214615987,2011-05-31,210,149
002215,-8.371293767750053,2018-05-28,"1176 days, 0:00:00",65.17798701563187,47,916287.0623225011,-0.20580392391024235,2011-05-31,169,122
300511,-18.310701850699918,2018-05-28,"698 days, 0:00:00",29.31393992937437,12,816892.9814930002,-0.6764287737198019,2016-05-04,51,39
000568,-38.74772291285002,2018-05-28,"2267 days, 0:00:00",69.21552506353754,80,612522.7708714993,-0.44034273728601125,2011-05-31,215,135
600436,11.754635423500481,2018-05-28,"1089 days, 0:00:00",48.866658459354554,57,1117546.3542350002,-0.09923698855708489,2011-05-31,192,135
603596,0.0,2018-05-28,0:00:00,0.0,0,1000000.0,0.0,2018-04-27,0,0
600426,27.000242204149984,2018-05-28,"1081 days, 0:00:00",36.99191586176409,55,1270002.4220414995,0.022689531558640466,2011-05-31,186,131
603198,-52.35579254080016,2018-05-28,"979 days, 0:00:00",61.461942227701435,24,476442.0745919989,-0.7804983803991372,2015-05-28,94,70
000963,1.6431336437500388,2018-05-28,"1891 days, 0:00:00",22.825318796760087,66,1016431.3364375016,-0.25885532625933955,2011-05-31,208,142
600340,9.459966937000154,2018-05-28,"1077 days, 0:00:00",51.46126227787594,56,1094599.6693700023,-0.05967675644808717,2011-05-31,191,135
600726,7.33465135750011,2018-05-28,"1401 days, 0:00:00",44.88009754562421,38,1073346.513574998,-0.11126118311233642,2011-05-31,155,117
000567,3.1590442429997756,2018-05-28,"1282 days, 0:00:00",31.617858433679647,55,1031590.4424299989,-0.11271518514178935,2011-05-31,181,126
002120,101.01800409340012,2018-05-28,"613 days, 0:00:00",21.951040390603264,40,2010180.0409339988,0.3716626501404005,2011-05-31,144,104
603568,-27.670286421949896,2018-05-28,"992 days, 0:00:00",45.70289836529099,23,723297.1357805008,-0.487524083892252,2015-05-28,84,61
000046,13.787425559149824,2018-05-28,"1196 days, 0:00:00",38.62398999320645,52,1137874.255591498,-0.06366820578019004,2011-05-31,186,134
300136,-31.86376855219979,2018-05-28,"1081 days, 0:00:00",55.12720860969632,66,681362.3144780021,-0.3581370046689104,2011-05-31,191,125
603773,-0.3731963280000028,2018-05-28,"5 days, 0:00:00",3.104125040450996,0,996268.0367200001,-0.6856107442848657,2018-04-17,1,1
600645,27.210385993500786,2018-05-28,"1181 days, 0:00:00",58.65524100403313,53,1272103.8599350008,0.12359461896466911,2011-05-31,155,102
002477,-14.409509100750128,2018-05-28,"1151 days, 0:00:00",37.83621257166446,44,855904.9089924991,-0.31619302039968056,2011-05-31,155,111
002833,-38.52135008015011,2018-05-28,"448 days, 0:00:00",39.83109697185899,6,614786.4991984996,-1.8492205307279892,2016-12-28,36,30
002075,164.0735038059498,2016-09-14,"1312 days, 0:00:00",48.046511291555156,26,2640735.0380595,0.7883100777155049,2011-05-31,94,68
002466,63.41746258940013,2018-05-28,"1342 days, 0:00:00",47.3206849277903,53,1634174.6258939996,0.2415219708507801,2011-05-31,165,112
600681,-19.047368893000062,2018-05-28,"1021 days, 0:00:00",47.00189743870659,39,809526.311070001,-0.4338146492488188,2011-09-08,135,96
000672,-0.5111310686504056,2018-05-28,"584 days, 0:00:00",54.832713337934955,35,994888.6893134967,-0.06246508154227186,2013-04-26,121,86
600609,-4.180759330500095,2018-05-28,"1141 days, 0:00:00",39.64872618950094,40,958192.4066950013,-0.23392242712446937,2011-05-31,135,95
300700,6.381893040799769,2018-05-28,"195 days, 0:00:00",25.278064825446716,5,1063818.9304080002,0.314349218339655,2017-09-12,15,10
300146,-34.74532862845009,2018-01-30,"985 days, 0:00:00",50.260220023255755,58,652546.7137154997,-0.6421333717277573,2011-05-31,188,130
601918,-45.539420364499904,2018-05-28,"1033 days, 0:00:00",68.67967138960198,52,544605.796355,-0.41902783959770346,2011-05-31,171,119
300568,-6.327257567249978,2018-05-28,"509 days, 0:00:00",26.035567415610767,10,936727.4243275002,-0.29116060882361716,2016-12-01,40,30
000895,17.1918017906004,2018-05-28,"1079 days, 0:00:00",25.02626280890444,61,1171918.017906,-0.0693317185407445,2011-05-31,203,142
000418,-49.14711737669988,2018-05-28,"2511 days, 0:00:00",56.47901191504421,64,508528.82623300026,-0.6618652453005107,2011-05-31,204,140
000789,-47.87610219690025,2018-05-28,"2518 days, 0:00:00",64.36673895745959,59,521238.9780309983,-0.4680335455118189,2011-05-31,202,143
603868,-20.72756052354987,2018-05-28,"704 days, 0:00:00",35.75527011586577,17,792724.3947645008,-0.7561642088844351,2016-04-18,59,42
603899,13.49943572105008,2018-05-28,"1097 days, 0:00:00",38.248131148840535,28,1134994.3572105,0.034717613369237794,2015-01-27,84,56
600298,-40.78747208455004,2018-05-28,"2267 days, 0:00:00",51.96704486501147,62,592125.2791545012,-0.5339418252824688,2011-05-31,199,137
601801,-62.20697280314991,2018-05-28,"2406 days, 0:00:00",64.77844380903687,57,377930.27196850075,-0.8144295150544947,2011-05-31,211,154
000333,-29.300693270950042,2018-05-28,"1231 days, 0:00:00",43.17764852189318,38,706993.0672904991,-0.5709986345569896,2013-09-18,140,102
600741,-10.23333779005039,2018-05-28,"1090 days, 0:00:00",40.82929837753926,64,897666.6220994984,-0.2745428908018708,2011-05-31,215,151
300577,5.47481382355004,2018-05-28,"208 days, 0:00:00",11.468672176793955,10,1054748.1382354998,-0.03653141987081648,2016-12-21,32,22
002133,-49.27262514260002,2018-05-28,"1219 days, 0:00:00",64.2102895607307,40,507273.74857399956,-0.619368553295677,2011-05-31,175,135
600486,9.508447641399286,2018-05-28,"1091 days, 0:00:00",45.40581273011122,65,1095084.4764139988,-0.11450133862609409,2011-05-31,192,127
002128,-39.80965194569991,2018-05-28,"2212 days, 0:00:00",59.816829669847515,54,601903.4805430009,-0.4216269302823788,2011-05-31,191,137
000885,-5.355382423600242,2018-05-28,"1527 days, 0:00:00",51.10135917462235,48,946446.1757639977,-0.03577656527556671,2011-05-31,182,134
002294,-47.55577521680014,2018-05-28,"1837 days, 0:00:00",62.56668117993276,66,524442.2478319993,-0.7315623104073188,2011-05-31,227,161
300628,-7.578825723750093,2018-05-28,"396 days, 0:00:00",16.568724407124726,10,924211.7427624997,-0.47845866132019804,2017-03-17,37,27
300743,0.0,2018-05-28,0:00:00,0.0,0,1000000.0,0.0,2018-04-27,0,0
600857,-38.78922791314998,2018-05-28,"1098 days, 0:00:00",65.37149786946738,46,612107.7208685001,-0.39431945451659905,2011-05-31,163,117
300072,-20.174613542749974,2018-05-28,"1046 days, 0:00:00",41.051053084453855,62,798253.8645725021,-0.3166156238400563,2011-05-31,195,133
002366,-37.24809056310016,2018-05-28,"1098 days, 0:00:00",48.06404163715876,42,627519.0943689981,-0.6149237008666493,2011-05-31,173,131
603113,-38.26240531149996,2018-05-28,"301 days, 0:00:00",45.167003421881454,4,617375.9468849996,-2.12351448404545,2017-05-11,26,22
603816,-14.812206437949982,2018-05-28,"564 days, 0:00:00",28.273972706861706,14,851877.9356204991,-0.8755419851971082,2016-10-14,46,32
603444,0.2307081415498624,2018-05-28,"440 days, 0:00:00",30.34906133025201,9,1002307.0814154992,-0.08928047678929486,2017-01-04,42,33
300081,-5.50409208775039,2018-05-28,"1169 days, 0:00:00",46.936714589736454,40,944959.0791224998,-0.11954257926279085,2011-05-31,144,104
002555,-25.09268607490005,2018-05-28,"1105 days, 0:00:00",52.13278438286013,43,749073.139251,-0.40924137133071187,2011-05-31,142,99
603919,18.45271964650039,2018-05-28,"689 days, 0:00:00",20.420998626225447,15,1184527.1964650005,0.25502987668765303,2016-03-10,46,31
600201,56.97180405654858,2018-05-28,"1082 days, 0:00:00",31.378020314740507,54,1569718.040565496,0.19587696202796284,2011-05-31,174,120
002753,-14.02420423680002,2018-05-28,"928 days, 0:00:00",42.87840151803039,17,859757.9576320006,-0.32906488970073583,2015-05-19,73,56
300497,5.9646342507498895,2018-05-28,"677 days, 0:00:00",23.586612359164988,21,1059646.3425075004,0.011230068464319091,2015-12-22,64,43
600816,-46.0847807547999,2018-05-28,"1205 days, 0:00:00",53.227837056581585,49,539152.1924520013,-0.6337291606680675,2011-05-31,181,132
600132,-21.222338213499892,2018-05-28,"2286 days, 0:00:00",70.22196674677377,54,787776.617865,-0.2862442810934819,2011-05-31,192,138
300357,-31.130443726350077,2018-05-28,"1356 days, 0:00:00",53.93351129689643,39,688695.5627364997,-0.627279008250272,2014-01-21,120,81
600415,0.8401477562995474,2018-05-28,"1255 days, 0:00:00",46.598313728990384,43,1008401.477562999,-0.12999405562534394,2011-05-31,170,127
600260,-8.919109309350425,2018-05-28,"2139 days, 0:00:00",62.77608655952855,67,910808.9069065014,-0.09273192961485034,2011-05-31,188,121
600545,-52.53597959070009,2018-05-28,"1015 days, 0:00:00",62.47315141174774,56,474640.2040929992,-0.4295334503460132,2011-05-31,181,125
000631,-33.540768481699956,2018-05-28,"1041 days, 0:00:00",47.185602938781145,48,664592.3151829995,-0.4437692081175147,2011-05-31,161,113
601225,-19.14681981910029,2018-05-28,"1393 days, 0:00:00",58.04661372984192,38,808531.8018089986,-0.16503244011073462,2014-01-28,111,73
600216,-38.89042936265001,2018-05-28,"2502 days, 0:00:00",67.56395282352486,63,611095.7063735012,-0.4841054359249142,2011-05-31,202,139
603357,10.521467223100057,2018-05-28,"255 days, 0:00:00",19.717566116892048,6,1105214.6722309997,0.39003897928764203,2017-08-01,20,14
600173,-36.41369582684988,2018-05-28,"932 days, 0:00:00",50.183409618531336,39,635863.0417314997,-0.40331235734155096,2011-05-31,141,102
002925,-15.705061498349949,2018-05-28,"83 days, 0:00:00",26.050299925035468,4,842949.3850165001,-1.3061577365360935,2018-01-15,10,6
300450,14.676398481099962,2018-05-28,"509 days, 0:00:00",21.27624834119229,23,1146763.984811,0.17482264118777796,2015-05-18,64,41
600763,7.858076685600257,2018-05-28,"1137 days, 0:00:00",46.42811017128122,41,1078580.7668560003,-0.13131674565916346,2011-06-01,155,114
000423,-45.731633616449926,2018-05-28,"2478 days, 0:00:00",56.494754379025295,83,542683.6638355006,-0.6808151928253702,2011-05-31,228,145
600690,27.084993881050522,2018-05-28,"911 days, 0:00:00",26.11175637085784,56,1270849.9388105017,0.025453347154476284,2011-05-31,178,122
600276,44.85671823725015,2018-05-28,"1092 days, 0:00:00",31.48086836570276,68,1448567.1823724993,0.11051495861280884,2011-05-31,229,161
300504,-10.103918449999993,2018-05-28,"34 days, 0:00:00",17.218852698255613,1,898960.8155,-1.4673923999509957,2018-03-30,4,3
000785,-11.00269809949972,2018-05-28,"1015 days, 0:00:00",33.277888187168664,57,889973.0190049999,-0.2224816666412881,2011-09-30,160,103
603638,-3.6274776422999144,2018-05-28,"389 days, 0:00:00",15.891758932567107,10,963725.2235770007,-0.23823076638266885,2017-01-20,32,22
600867,-34.16169532145004,2018-05-28,"1273 days, 0:00:00",45.87866688966808,64,658383.0467854994,-0.6238365128870421,2011-05-31,202,138
600688,-42.756540842999826,2018-05-28,"1796 days, 0:00:00",53.07945889551178,51,572434.5915700014,-0.2901876021465276,2011-05-31,185,134
002763,-28.234225888700003,2018-05-28,"1029 days, 0:00:00",36.16193835634459,14,717657.7411130003,-0.6883263010018721,2015-06-10,71,57
002078,-8.124821909150537,2018-05-28,"1345 days, 0:00:00",43.75774971987028,58,918751.7809084989,-0.23587274465089253,2011-05-31,182,124
002415,-39.73736050505011,2018-05-28,"2496 days, 0:00:00",58.51973352975782,60,602626.3949495015,-0.6283216293784595,2011-05-31,199,139
002507,7.390063121500012,2018-05-28,"1071 days, 0:00:00",34.851018968279575,43,1073900.6312149998,-0.19349121907260153,2011-05-31,153,110
603707,41.764505044249866,2018-05-28,"174 days, 0:00:00",12.308970521132618,6,1417645.0504424996,1.6496043060639753,2017-07-19,18,12
600808,-34.278630931650156,2018-05-28,"1266 days, 0:00:00",67.07770008450731,57,657213.6906835003,-0.3519699434906265,2011-05-31,178,121
603798,13.75396653035008,2018-05-28,"702 days, 0:00:00",13.891030110761632,13,1137539.665303501,0.15780644313178185,2016-04-06,43,30
000703,19.102658110649596,2018-05-28,"1117 days, 0:00:00",43.25700565213194,53,1191026.581106499,0.0005920289315347911,2011-05-31,161,108
002832,3.754886722849915,2018-05-28,"430 days, 0:00:00",17.583745900270248,13,1037548.8672284998,-0.072024762541782,2016-12-23,31,18
600031,-66.52356089415005,2018-05-28,"2489 days, 0:00:00",70.01930615215534,50,334764.39105849987,-0.9892503760261554,2011-05-31,176,126
603828,-17.418298017300028,2018-05-28,"1097 days, 0:00:00",35.28539648784369,16,825817.0198269995,-0.7210997106469834,2015-02-26,67,51
600803,-47.71584451245013,2018-05-28,"1147 days, 0:00:00",62.699221618948684,53,522841.55487549916,-0.6719610324297594,2011-05-31,179,126
603517,5.949151675650199,2018-05-28,"393 days, 0:00:00",23.7689048350027,9,1059491.5167565008,0.09326430676097358,2017-03-17,28,19
600352,-35.92938297225008,2018-05-28,"1348 days, 0:00:00",44.8450142683359,56,640706.1702774991,-0.5090852656087893,2011-05-31,194,138
600567,2.5623452064000185,2018-05-28,"1077 days, 0:00:00",55.611310026283064,54,1025623.4520640005,-0.10155183763857861,2011-05-31,176,122
600618,-45.673162365500076,2018-05-28,"1082 days, 0:00:00",59.87680309903356,54,543268.3763449988,-0.5556463598532512,2011-05-31,194,140
600346,-21.147067799200236,2018-05-28,"917 days, 0:00:00",58.716341528393116,39,788529.322007999,-0.39590396685355395,2011-05-31,145,106
002773,-19.16831094604986,2018-05-28,"1039 days, 0:00:00",37.6894908235098,21,808316.8905395,-0.46112788984477227,2015-06-26,80,59
603387,24.73829272500008,2018-05-28,"154 days, 0:00:00",8.145533012739842,11,1247382.9272500002,1.1529513772405475,2017-07-17,22,11
600323,5.622459117049572,2018-05-28,"1568 days, 0:00:00",39.983921847075685,58,1056224.5911704963,-0.14229443895292573,2011-05-31,181,123
600596,-59.98478997535043,2018-05-28,"1860 days, 0:00:00",82.09563951434521,73,400152.1002464992,-0.5921045943844521,2011-05-31,190,117
603658,5.448668793600042,2018-05-28,"564 days, 0:00:00",14.175196262380824,10,1054486.6879359994,-0.035290888522129235,2016-09-01,43,33
002749,-2.4519886926500423,2018-05-28,"910 days, 0:00:00",38.845503882889645,25,975480.1130735002,-0.10291424280373813,2015-03-20,82,57
603429,19.88126189744981,2018-05-28,"259 days, 0:00:00",16.06703381963348,5,1198812.6189745,0.7204157843899829,2017-01-24,20,15
002508,-50.3151007451499,2018-05-28,"1782 days, 0:00:00",52.12939665347341,52,496848.99254850124,-0.977760802092996,2011-05-31,199,147
002514,-36.01284364675033,2018-05-28,"854 days, 0:00:00",47.46861407427515,32,639871.5635324989,-0.5583187104111618,2011-05-31,136,104
603179,-14.962240806799942,2018-05-28,"377 days, 0:00:00",24.32455495533195,7,850377.5919319997,-1.0345219684731803,2017-03-17,33,26
603037,-14.173546562950213,2018-05-28,"325 days, 0:00:00",16.99329786613671,5,858264.5343704994,-1.23013308279678,2017-01-20,24,19
603165,9.60205497274995,2018-05-28,"349 days, 0:00:00",26.450496574029376,8,1096020.5497274993,0.21687066878541542,2017-01-17,32,24
002470,-36.87748459545019,2018-05-28,"1249 days, 0:00:00",46.09400109327231,46,631225.154045499,-0.8328477247472339,2011-05-31,170,124
603639,-1.7606034476499666,2018-05-28,"454 days, 0:00:00",16.66447421888374,9,982393.9655235005,-0.25149238275544283,2017-01-12,31,22
601238,5.344736713750042,2018-05-28,"1034 days, 0:00:00",36.85672221633316,42,1053447.3671374999,-0.14975825906950607,2012-03-29,164,122
002901,5.898087283499942,2018-05-28,"140 days, 0:00:00",15.988192436624615,5,1058980.8728349998,0.2789033234825757,2017-09-22,14,9
002468,56.854623179399624,2018-05-28,"1268 days, 0:00:00",18.148690471369612,50,1568546.2317940013,0.2111900305724088,2011-05-31,137,87
600606,-58.10313917099983,2018-05-28,"1097 days, 0:00:00",63.09820330692031,45,418968.60829,-0.5848388856199028,2011-05-31,165,120
002174,72.34573640619959,2018-05-28,"839 days, 0:00:00",27.54887921178415,36,1723457.3640619998,0.32275861467708405,2011-05-31,149,113
600197,20.317362761249914,2018-05-28,"1120 days, 0:00:00",34.60592176179469,61,1203173.6276125007,0.004336372251782885,2011-05-31,184,123
002142,40.82339917574964,2018-05-28,"888 days, 0:00:00",26.22214537441396,63,1408233.991757499,0.10574559452354751,2011-05-31,191,128
002613,-12.750656339050149,2018-05-28,"1084 days, 0:00:00",40.99517320196893,40,872493.4366094975,-0.334885034770524,2011-08-30,152,112
002061,-20.090574134849902,2018-05-28,"1101 days, 0:00:00",67.36075866433457,45,799094.2586514985,-0.2572689253176946,2011-05-31,135,90
600828,-46.0470519190999,2018-05-28,"2481 days, 0:00:00",50.488893955707326,42,539529.4808089994,-1.060105090490661,2011-05-31,150,108
603466,-27.648208082449987,2018-05-28,"199 days, 0:00:00",29.122800429550022,5,723517.9191755,-2.3565800639400307,2017-10-20,16,11
603337,4.0896400022999435,2018-05-28,"202 days, 0:00:00",13.037574848442196,12,1040896.4000230001,-0.06402701134150164,2017-01-19,38,26
601515,-9.499403338549772,2018-05-28,"1082 days, 0:00:00",39.928677183819005,37,905005.9666145,-0.3410343473014709,2012-02-16,159,122
600784,-48.48285226684988,2018-01-10,"1135 days, 0:00:00",57.3252186369389,52,515171.4773315005,-0.4347796665467187,2011-05-31,164,112
601318,43.442160368800174,2018-05-28,"2208 days, 0:00:00",36.355797647548435,75,1434421.6036880019,0.10820189896657113,2011-05-31,175,100
600452,4.4563860448501025,2018-05-28,"1336 days, 0:00:00",51.644504955809936,51,1044563.8604484997,-0.13131400395160092,2011-06-01,157,106
000825,-40.97108883370031,2018-04-13,"1219 days, 0:00:00",65.22606670515428,52,590289.1116629965,-0.5034380121543428,2011-05-31,177,125
000338,-41.135740306200155,2018-05-28,"2530 days, 0:00:00",45.71014284535771,61,588642.5969379995,-0.70272223721937,2011-05-31,192,131
000063,-70.50379057585012,2018-04-16,"2352 days, 0:00:00",79.25430630237578,58,294962.0942414991,-1.0542273361507675,2011-05-31,196,138
000049,-38.84395683544986,2018-05-28,"1090 days, 0:00:00",63.25797832819122,66,611560.4316454988,-0.3771978133025566,2011-06-01,202,136
600389,-11.109644475900337,2018-05-28,"1764 days, 0:00:00",57.6361668698261,50,888903.5552409989,-0.23061910212277173,2011-05-31,166,116
300446,-65.55932500419992,2018-05-28,"1082 days, 0:00:00",70.36743097701687,18,344406.7499580003,-1.1847568092326637,2015-04-23,76,58
002640,-4.279762499950102,2018-05-28,"1363 days, 0:00:00",50.31279755738438,48,957202.3750005005,-0.1749187937784928,2011-12-08,140,92
600872,8.632867614950612,2018-05-28,"951 days, 0:00:00",22.969044511256712,65,1086328.6761495017,-0.08693020916806518,2011-05-31,174,109
